,sample_name,smartseq_cluster_id,smartseq_cluster,sex_label,smartseq_cluster_color,medical_cond_label,cell_counts,n_genes,percent_mito,pass_count_filter,pass_mito_filter
LS-15394_S46_E1-50,LS-15394_S46_E1-50,44,Nr5a1_2 Ctxn3,F,#B57FF1,behavior - none,970241.06,10420,0.0,True,True
LS-15394_S58_E1-50,LS-15394_S58_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,964319.5,10132,0.0,True,True
LS-15394_S61_E1-50,LS-15394_S61_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,967839.06,10935,0.0,True,True
LS-15394_S88_E1-50,LS-15394_S88_E1-50,44,Nr5a1_2 Ctxn3,F,#B57FF1,behavior - none,961516.7,10526,0.0,True,True
LS-15394_S93_E1-50,LS-15394_S93_E1-50,44,Nr5a1_2 Ctxn3,F,#B57FF1,behavior - none,961093.9,10750,0.0,True,True
LS-15551_S02_E1-50,LS-15551_S02_E1-50,40,Scgn,M,#24EFCD,behavior - close investigation,960675.5,9379,0.0,True,True
LS-15551_S18_E1-50,LS-15551_S18_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - close investigation,962878.25,10290,0.0,True,True
LS-15551_S70_E1-50,LS-15551_S70_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - aggression,965197.7,8972,0.0,True,True
LS-15560_S42_E1-50,LS-15560_S42_E1-50,40,Scgn,M,#24EFCD,behavior - aggression,962857.0,9632,0.0,True,True
LS-15560_S77_E1-50,LS-15560_S77_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,957314.2,9606,0.0,True,True
LS-15560_S78_E1-50,LS-15560_S78_E1-50,40,Scgn,M,#24EFCD,behavior - none,960368.0,8640,0.0,True,True
LS-15560_S79_E1-50,LS-15560_S79_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,956055.75,9485,0.0,True,True
SQ-80002_S62_E1-50,SQ-80002_S62_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - close investigation,955303.7,9616,0.0,True,True
SQ-80003_S25_E1-50,SQ-80003_S25_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - aggression,964162.44,8296,0.0,True,True
SQ-80003_S63_E1-50,SQ-80003_S63_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - mating,952063.75,9850,0.0,True,True
SQ-80008_S77_E1-50,SQ-80008_S77_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - mating,951172.0,9596,0.0,True,True
LS-15910_S73_E1-50,LS-15910_S73_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,961599.2,10696,0.0,True,True
LS-15910_S75_E1-50,LS-15910_S75_E1-50,45,Nr5a1_3 Car8,M,#8A7FF1,behavior - none,955294.3,10758,0.0,True,True
LS-15910_S94_E1-50,LS-15910_S94_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,972338.3,10475,0.0,True,True
LS-15910_S95_E1-50,LS-15910_S95_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,967124.1,11542,0.0,True,True
LS-15917_S92_E1-50,LS-15917_S92_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,957515.8,10849,0.0,True,True
LS-15917_S94_E1-50,LS-15917_S94_E1-50,45,Nr5a1_3 Car8,M,#8A7FF1,behavior - none,962560.1,10919,0.0,True,True
LS-15918_S85_E1-50,LS-15918_S85_E1-50,45,Nr5a1_3 Car8,M,#8A7FF1,behavior - none,965035.9,9813,0.0,True,True
LS-15919_S49_E1-50,LS-15919_S49_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,957531.75,9627,0.0,True,True
LS-15919_S68_E1-50,LS-15919_S68_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,966109.94,9797,0.0,True,True
LS-15919_S73_E1-50,LS-15919_S73_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,970777.6,11086,0.0,True,True
LS-15919_S95_E1-50,LS-15919_S95_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,966138.5,10818,0.0,True,True
SM-D9D7M_S86_E1-50,SM-D9D7M_S86_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - none,960953.25,8494,0.0,True,True
SM-D9E4J_S82_E1-50,SM-D9E4J_S82_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,952230.25,9635,0.0,True,True
SM-D9E4J_S84_E1-50,SM-D9E4J_S84_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,943111.56,8846,0.0,True,True
SM-D9E4K_S89_E1-50,SM-D9E4K_S89_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,949020.6,9186,0.0,True,True
SM-D9E4K_S92_E1-50,SM-D9E4K_S92_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,950467.4,8403,0.0,True,True
SM-D9E6R_S91_E1-50,SM-D9E6R_S91_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,962186.3,10936,0.0,True,True
SM-D9EQB_S85_E1-50,SM-D9EQB_S85_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,953585.94,9564,0.0,True,True
SM-D9EQB_S94_E1-50,SM-D9EQB_S94_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,955596.44,8885,0.0,True,True
SM-D9EQC_S54_E1-50,SM-D9EQC_S54_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,954443.7,9450,0.0,True,True
SM-D9EQC_S63_E1-50,SM-D9EQC_S63_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,959634.44,9353,0.0,True,True
SM-D9EQC_S73_E1-50,SM-D9EQC_S73_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,960782.75,8718,0.0,True,True
SM-D9EQC_S76_E1-50,SM-D9EQC_S76_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,955328.7,11545,0.0,True,True
SM-D9EQC_S78_E1-50,SM-D9EQC_S78_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,953271.6,9558,0.0,True,True
SM-D9EQC_S83_E1-50,SM-D9EQC_S83_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,948742.5,8723,0.0,True,True
SM-D9EQC_S87_E1-50,SM-D9EQC_S87_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,955085.94,8836,0.0,True,True
SM-D9EQD_S37_E1-50,SM-D9EQD_S37_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - none,932558.94,6462,0.0,True,True
SM-D9EQD_S75_E1-50,SM-D9EQD_S75_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,956728.0,10045,0.0,True,True
SM-D9EQE_S86_E1-50,SM-D9EQE_S86_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,945172.0,9283,0.0,True,True
SM-D9EQF_S72_E1-50,SM-D9EQF_S72_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,948905.8,9649,0.0,True,True
SM-D9EQH_S29_E1-50,SM-D9EQH_S29_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,954938.7,9751,0.0,True,True
SM-D9EQK_S26_E1-50,SM-D9EQK_S26_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,956406.3,9319,0.0,True,True
SM-DD45D_S096_E1-50,SM-DD45D_S096_E1-50,98,Nr5a1 Smoc2 low,M,#3EEFAF,behavior - aggression,888327.94,4638,0.0,True,True
SM-DD45I_S173_E1-50,SM-DD45I_S173_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - aggression,958878.9,8802,0.0,True,True
SM-DD45I_S176_E1-50,SM-DD45I_S176_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - aggression,958708.06,9321,0.0,True,True
SM-DD45J_S029_E1-50,SM-DD45J_S029_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - no intruder,962497.06,8690,0.0,True,True
SM-DD45J_S030_E1-50,SM-DD45J_S030_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - no intruder,952221.56,7876,0.0,True,True
SM-DD45J_S035_E1-50,SM-DD45J_S035_E1-50,98,Nr5a1 Smoc2 low,M,#3EEFAF,behavior - aggression,954810.7,7296,0.0,True,True
SM-DD45J_S128_E1-50,SM-DD45J_S128_E1-50,40,Scgn,M,#24EFCD,behavior - no intruder,951775.2,8256,0.0,True,True
SM-DD45J_S159_E1-50,SM-DD45J_S159_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - aggression,957671.5,9604,0.0,True,True
SM-DD45K_S050_E1-50,SM-DD45K_S050_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - aggression,955765.44,8662,0.0,True,True
SM-DD45K_S052_E1-50,SM-DD45K_S052_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - aggression,955035.5,9070,0.0,True,True
SM-DD45K_S061_E1-50,SM-DD45K_S061_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - aggression,956070.8,8332,0.0,True,True
SM-GE64C_S020_E1-50,SM-GE64C_S020_E1-50,44,Nr5a1_2 Ctxn3,F,#B57FF1,behavior - none,946775.4,9706,0.0,True,True
SM-GE64C_S035_E1-50,SM-GE64C_S035_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,949510.44,8620,0.0,True,True
SM-GE64D_S008_E1-50,SM-GE64D_S008_E1-50,44,Nr5a1_2 Ctxn3,F,#B57FF1,behavior - none,947680.56,9603,0.0,True,True
SM-GE64D_S026_E1-50,SM-GE64D_S026_E1-50,44,Nr5a1_2 Ctxn3,F,#B57FF1,behavior - none,953335.1,9599,0.0,True,True
SM-GE64D_S061_E1-50,SM-GE64D_S061_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,948606.6,9437,0.0,True,True
SM-GE64D_S080_E1-50,SM-GE64D_S080_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,967729.5,9637,0.0,True,True
SM-GE64D_S083_E1-50,SM-GE64D_S083_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,953880.94,10575,0.0,True,True
SM-GE64D_S088_E1-50,SM-GE64D_S088_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,957626.3,10368,0.0,True,True
SM-GE65U_S06_E1-50,SM-GE65U_S06_E1-50,42,Nr5a1_4|7 Glipr1,F,#763BFF,behavior - none,956036.94,9497,0.0,True,True
SM-GE65U_S07_E1-50,SM-GE65U_S07_E1-50,44,Nr5a1_2 Ctxn3,F,#B57FF1,behavior - none,951217.94,9543,0.0,True,True
SM-GE65U_S14_E1-50,SM-GE65U_S14_E1-50,44,Nr5a1_2 Ctxn3,F,#B57FF1,behavior - none,952478.0,8893,0.0,True,True
SM-GE65U_S78_E1-50,SM-GE65U_S78_E1-50,44,Nr5a1_2 Ctxn3,F,#B57FF1,behavior - none,956642.94,8782,0.0,True,True
SM-GE65V_S11_E1-50,SM-GE65V_S11_E1-50,44,Nr5a1_2 Ctxn3,F,#B57FF1,behavior - none,952729.25,10104,0.0,True,True
SM-GE65V_S20_E1-50,SM-GE65V_S20_E1-50,44,Nr5a1_2 Ctxn3,F,#B57FF1,behavior - none,956802.9,9338,0.0,True,True
SM-GE65V_S40_E1-50,SM-GE65V_S40_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,960154.7,8183,0.0,True,True
SM-GE65W_S18_E1-50,SM-GE65W_S18_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,954212.75,10208,0.0,True,True
SM-GE65W_S23_E1-50,SM-GE65W_S23_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,953316.9,9745,0.0,True,True
SM-GE65W_S38_E1-50,SM-GE65W_S38_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,957482.94,8828,0.0,True,True
SM-GE65W_S89_E1-50,SM-GE65W_S89_E1-50,42,Nr5a1_4|7 Glipr1,F,#763BFF,behavior - none,955262.0,8676,0.0,True,True
SM-GE65X_S05_E1-50,SM-GE65X_S05_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,958546.7,9087,0.0,True,True
SM-GE65X_S55_E1-50,SM-GE65X_S55_E1-50,44,Nr5a1_2 Ctxn3,F,#B57FF1,behavior - none,943507.56,8801,0.0,True,True
SM-GE65X_S90_E1-50,SM-GE65X_S90_E1-50,44,Nr5a1_2 Ctxn3,F,#B57FF1,behavior - none,972756.6,9555,0.0,True,True
SM-GE5Q6_S261_E1-50,SM-GE5Q6_S261_E1-50,40,Scgn,M,#24EFCD,behavior - none,973678.0,9764,0.0,True,True
LS-15034_S05_E1-50,LS-15034_S05_E1-50,40,Scgn,M,#24EFCD,behavior - none,952158.3,9488,0.0,True,True
LS-15034_S20_E1-50,LS-15034_S20_E1-50,40,Scgn,F,#24EFCD,behavior - none,943554.1,9251,0.0,True,True
LS-15055_E1-50_S86,LS-15055_E1-50_S86,40,Scgn,M,#24EFCD,behavior - none,953648.7,9280,0.0,True,True
LS-15056_E1-50_S54,LS-15056_E1-50_S54,40,Scgn,M,#24EFCD,behavior - none,933906.06,8990,0.0,True,True
LS-15334_S34_E1-50,LS-15334_S34_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - mating,959441.1,9897,0.0,True,True
LS-15550_S25_E1-50,LS-15550_S25_E1-50,40,Scgn,M,#24EFCD,behavior - no intruder,957337.0,9756,0.0,True,True
LS-15560_S45_E1-50,LS-15560_S45_E1-50,40,Scgn,M,#24EFCD,behavior - aggression,956598.8,9227,0.0,True,True
LS-15560_S57_E1-50,LS-15560_S57_E1-50,40,Scgn,M,#24EFCD,behavior - close investigation,956328.1,9238,0.0,True,True
LS-15916_S81_E1-50,LS-15916_S81_E1-50,40,Scgn,M,#24EFCD,behavior - none,947640.4,10132,0.0,True,True
LS-15918_S52_E1-50,LS-15918_S52_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,936091.0,7802,0.0,True,True
LS-15922_S89_E1-50,LS-15922_S89_E1-50,40,Scgn,M,#24EFCD,behavior - none,963134.25,9044,0.0,True,True
SM-D9EQB_S68_E1-50,SM-D9EQB_S68_E1-50,40,Scgn,M,#24EFCD,behavior - none,949908.6,7858,0.0,True,True
SM-D9EQF_S81_E1-50,SM-D9EQF_S81_E1-50,40,Scgn,M,#24EFCD,behavior - none,955158.7,7650,0.0,True,True
SM-D9EQJ_S18_E1-50,SM-D9EQJ_S18_E1-50,40,Scgn,M,#24EFCD,behavior - none,951405.2,8571,0.0,True,True
SM-D9EQK_S32_E1-50,SM-D9EQK_S32_E1-50,40,Scgn,M,#24EFCD,behavior - none,953848.94,8256,0.0,True,True
SM-D9EQK_S46_E1-50,SM-D9EQK_S46_E1-50,40,Scgn,M,#24EFCD,behavior - none,950817.7,8967,0.0,True,True
SM-DD45J_S015_E1-50,SM-DD45J_S015_E1-50,40,Scgn,M,#24EFCD,behavior - no intruder,948960.56,6726,0.0,True,True
SM-DD45J_S122_E1-50,SM-DD45J_S122_E1-50,40,Scgn,M,#24EFCD,behavior - no intruder,945383.94,7535,0.0,True,True
SM-DD45J_S184_E1-50,SM-DD45J_S184_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - mating,952801.75,7291,0.0,True,True
SM-GE65W_S61_E1-50,SM-GE65W_S61_E1-50,40,Scgn,F,#24EFCD,behavior - none,954707.9,8093,0.0,True,True
SM-GE4R1_S055_E1-50,SM-GE4R1_S055_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,957393.25,8089,0.0,True,True
SM-GE4R1_S259_E1-50,SM-GE4R1_S259_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,975375.6,8448,0.0,True,True
SM-GE4R1_S350_E1-50,SM-GE4R1_S350_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - none,968915.5,8568,0.0,True,True
SM-GE4R1_S353_E1-50,SM-GE4R1_S353_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,976716.06,8211,0.0,True,True
SM-GE4R1_S358_E1-50,SM-GE4R1_S358_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,971337.75,8860,0.0,True,True
SM-GE4R2_S070_E1-50,SM-GE4R2_S070_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,972383.75,9161,0.0,True,True
SM-GE4R2_S256_E1-50,SM-GE4R2_S256_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,968833.9,9282,0.0,True,True
SM-GE4R2_S263_E1-50,SM-GE4R2_S263_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,964111.25,7298,0.0,True,True
SM-GE4R2_S377_E1-50,SM-GE4R2_S377_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,968659.6,8291,0.0,True,True
SM-GE4R3_S075_E1-50,SM-GE4R3_S075_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,972766.94,8910,0.0,True,True
SM-GE4R3_S077_E1-50,SM-GE4R3_S077_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,976253.94,9598,0.0,True,True
SM-GE4R3_S182_E1-50,SM-GE4R3_S182_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,972415.06,9545,0.0,True,True
SM-GE4R3_S183_E1-50,SM-GE4R3_S183_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,935060.0,6618,0.0,True,True
SM-GE4QH_S362_E1-50,SM-GE4QH_S362_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,973023.5,9063,0.0,True,True
SM-GE4SI_S351_E1-50,SM-GE4SI_S351_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - none,975066.1,9250,0.0,True,True
SM-GE4SI_S282_E1-50,SM-GE4SI_S282_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - none,975487.7,9710,0.0,True,True
SM-GE4SI_S269_E1-50,SM-GE4SI_S269_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,975424.44,9390,0.0,True,True
SM-GE4SI_S180_E1-50,SM-GE4SI_S180_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - none,974128.06,9363,0.0,True,True
SM-GE5Q6_S029_E1-50,SM-GE5Q6_S029_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,967952.3,8131,0.0,True,True
SM-GE5Q6_S073_E1-50,SM-GE5Q6_S073_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,965911.5,7696,0.0,True,True
SM-GE5Q6_S125_E1-50,SM-GE5Q6_S125_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,968294.1,8594,0.0,True,True
SM-GE5Q6_S163_E1-50,SM-GE5Q6_S163_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,965567.2,8288,0.0,True,True
SM-GE5Q6_S228_E1-50,SM-GE5Q6_S228_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,966875.4,8542,0.0,True,True
SM-GE5Q6_S338_E1-50,SM-GE5Q6_S338_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,965435.6,8439,0.0,True,True
SM-GE5Q6_S341_E1-50,SM-GE5Q6_S341_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,969757.8,8555,0.0,True,True
SM-GE5Q6_S362_E1-50,SM-GE5Q6_S362_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,968153.3,7730,0.0,True,True
SM-GE5Q6_S382_E1-50,SM-GE5Q6_S382_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,961237.3,7594,0.0,True,True
LS-15034_S23_E1-50,LS-15034_S23_E1-50,42,Nr5a1_4|7 Glipr1,F,#763BFF,behavior - none,958245.6,9301,0.0,True,True
LS-15034_S37_E1-50,LS-15034_S37_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,945240.8,8523,0.0,True,True
LS-15034_S52_E1-50,LS-15034_S52_E1-50,35,Dlk1_6 F2rl2,F,#7EA7ED,behavior - none,963199.44,9520,0.0,True,True
LS-15054_E1-50_S15,LS-15054_E1-50_S15,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - none,940085.6,7714,0.0,True,True
LS-15054_E1-50_S25,LS-15054_E1-50_S25,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,934222.9,9758,0.0,True,True
LS-15055_E1-50_S64,LS-15055_E1-50_S64,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - none,951586.56,8879,0.0,True,True
LS-15057_E1-50_S28,LS-15057_E1-50_S28,40,Scgn,M,#24EFCD,behavior - none,952673.75,9386,0.0,True,True
LS-15079_S32_E1-50,LS-15079_S32_E1-50,42,Nr5a1_4|7 Glipr1,F,#763BFF,behavior - none,952086.6,8112,0.0,True,True
LS-15301_S09_E1-50,LS-15301_S09_E1-50,40,Scgn,M,#24EFCD,behavior - none,956680.6,9337,0.0,True,True
LS-15301_S72_E1-50,LS-15301_S72_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,966339.56,10014,0.0,True,True
LS-15335_S83_E1-50,LS-15335_S83_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - mating,966326.9,10185,0.0,True,True
LS-15336_S39_E1-50,LS-15336_S39_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - aggression,964564.4,10367,0.0,True,True
LS-15336_S45_E1-50,LS-15336_S45_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - mating,971900.56,10207,0.0,True,True
LS-15336_S76_E1-50,LS-15336_S76_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - mating,970954.8,9816,0.0,True,True
LS-15336_S82_E1-50,LS-15336_S82_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - mating,966527.75,10344,0.0,True,True
LS-15336_S93_E1-50,LS-15336_S93_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - mating,961103.1,9048,0.0,True,True
LS-15391_S06_E1-50,LS-15391_S06_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - none,957115.94,10580,0.0,True,True
LS-15391_S23_E1-50,LS-15391_S23_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - none,960827.0,9254,0.0,True,True
LS-15391_S41_E1-50,LS-15391_S41_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - none,959148.6,9260,0.0,True,True
LS-15391_S44_E1-50,LS-15391_S44_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - none,961312.9,9000,0.0,True,True
LS-15391_S56_E1-50,LS-15391_S56_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - none,971250.6,11348,0.0,True,True
LS-15392_S02_E1-50,LS-15392_S02_E1-50,42,Nr5a1_4|7 Glipr1,F,#763BFF,behavior - none,955347.75,9009,0.0,True,True
LS-15392_S26_E1-50,LS-15392_S26_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,952488.56,9017,0.0,True,True
LS-15392_S51_E1-50,LS-15392_S51_E1-50,35,Dlk1_6 F2rl2,F,#7EA7ED,behavior - none,962358.3,9192,0.0,True,True
LS-15392_S82_E1-50,LS-15392_S82_E1-50,25,Esr1_1 Insm2,F,#34EA6C,behavior - none,966389.06,10940,0.0,True,True
LS-15394_S75_E1-50,LS-15394_S75_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,973220.4,9400,0.0,True,True
LS-15550_S64_E1-50,LS-15550_S64_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - close investigation,966785.7,8788,0.0,True,True
LS-15550_S83_E1-50,LS-15550_S83_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - mating,968464.44,9287,0.0,True,True
LS-15550_S85_E1-50,LS-15550_S85_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - mating,965398.1,9009,0.0,True,True
LS-15560_S25_E1-50,LS-15560_S25_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - no intruder,963533.0,8727,0.0,True,True
LS-15560_S76_E1-50,LS-15560_S76_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,948816.5,8197,0.0,True,True
SQ-80002_S04_E1-50,SQ-80002_S04_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - mating,966508.1,9463,0.0,True,True
SQ-80002_S21_E1-50,SQ-80002_S21_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - mating,967890.8,9247,0.0,True,True
SQ-80003_S17_E1-50,SQ-80003_S17_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - close investigation,974418.44,10487,0.0,True,True
SQ-80003_S22_E1-50,SQ-80003_S22_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - close investigation,956964.6,9697,0.0,True,True
SQ-80003_S33_E1-50,SQ-80003_S33_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - aggression,961413.7,9924,0.0,True,True
SQ-80003_S70_E1-50,SQ-80003_S70_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - mating,956212.25,8715,0.0,True,True
SQ-80003_S74_E1-50,SQ-80003_S74_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - mating,965854.6,9958,0.0,True,True
SQ-80008_S70_E1-50,SQ-80008_S70_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - mating,971436.0,9876,0.0,True,True
SQ-80011_S15_E1-50,SQ-80011_S15_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - no intruder,967641.44,9323,0.0,True,True
SQ-80011_S16_E1-50,SQ-80011_S16_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - no intruder,954667.9,9348,0.0,True,True
SQ-80012_S16_E1-50,SQ-80012_S16_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - mating,962955.56,9560,0.0,True,True
SQ-80012_S18_E1-50,SQ-80012_S18_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - aggression,953272.2,8533,0.0,True,True
SQ-80012_S20_E1-50,SQ-80012_S20_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - aggression,960055.3,9079,0.0,True,True
SQ-80012_S25_E1-50,SQ-80012_S25_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - mating,969753.6,9479,0.0,True,True
LS-15910_S39_E1-50,LS-15910_S39_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,963702.5,9774,0.0,True,True
LS-15910_S96_E1-50,LS-15910_S96_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,967463.9,9968,0.0,True,True
LS-15916_S74_E1-50,LS-15916_S74_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,958065.94,8379,0.0,True,True
