,sample_name,smartseq_cluster_id,smartseq_cluster,sex_label,smartseq_cluster_color,medical_cond_label,cell_counts,n_genes,percent_mito,pass_count_filter,pass_mito_filter
LS-15054_E1-50_S74,LS-15054_E1-50_S74,32,Satb2 Calcrl,M,#5472EB,behavior - none,939931.0,8950,0.0,True,True
LS-15055_E1-50_S27,LS-15055_E1-50_S27,32,Satb2 Calcrl,M,#5472EB,behavior - none,950760.6,8558,0.0,True,True
LS-15055_E1-50_S33,LS-15055_E1-50_S33,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,948872.6,8467,0.0,True,True
LS-15055_E1-50_S38,LS-15055_E1-50_S38,38,Dlk1_4 Maob,M,#33BFFF,behavior - none,940526.56,8408,0.0,True,True
LS-15055_E1-50_S41,LS-15055_E1-50_S41,32,Satb2 Calcrl,M,#5472EB,behavior - none,941854.0,8282,0.0,True,True
LS-15055_E1-50_S53,LS-15055_E1-50_S53,32,Satb2 Calcrl,M,#5472EB,behavior - none,951653.75,9818,0.0,True,True
LS-15055_E1-50_S60,LS-15055_E1-50_S60,38,Dlk1_4 Maob,M,#33BFFF,behavior - none,931290.8,9294,0.0,True,True
LS-15055_E1-50_S61,LS-15055_E1-50_S61,32,Satb2 Calcrl,M,#5472EB,behavior - none,945078.44,7874,0.0,True,True
LS-15055_E1-50_S66,LS-15055_E1-50_S66,32,Satb2 Calcrl,M,#5472EB,behavior - none,943052.5,8873,0.0,True,True
LS-15055_E1-50_S73,LS-15055_E1-50_S73,32,Satb2 Calcrl,M,#5472EB,behavior - none,934600.7,8923,0.0,True,True
LS-15055_E1-50_S81,LS-15055_E1-50_S81,32,Satb2 Calcrl,M,#5472EB,behavior - none,943394.0,8826,0.0,True,True
LS-15055_E1-50_S88,LS-15055_E1-50_S88,32,Satb2 Calcrl,M,#5472EB,behavior - none,944513.2,8336,0.0,True,True
LS-15056_E1-50_S17,LS-15056_E1-50_S17,32,Satb2 Calcrl,M,#5472EB,behavior - none,940523.0,9325,0.0,True,True
LS-15056_E1-50_S27,LS-15056_E1-50_S27,32,Satb2 Calcrl,M,#5472EB,behavior - none,936938.44,9718,0.0,True,True
LS-15056_E1-50_S33,LS-15056_E1-50_S33,38,Dlk1_4 Maob,M,#33BFFF,behavior - none,957924.2,9821,0.0,True,True
LS-15056_E1-50_S65,LS-15056_E1-50_S65,38,Dlk1_4 Maob,M,#33BFFF,behavior - none,950688.5,9573,0.0,True,True
LS-15057_E1-50_S04,LS-15057_E1-50_S04,38,Dlk1_4 Maob,M,#33BFFF,behavior - none,946299.25,9077,0.0,True,True
LS-15057_E1-50_S07,LS-15057_E1-50_S07,31,Nup62cl,M,#FFDE17,behavior - none,939918.5,8800,0.0,True,True
LS-15057_E1-50_S12,LS-15057_E1-50_S12,32,Satb2 Calcrl,M,#5472EB,behavior - none,949992.7,8702,0.0,True,True
LS-15057_E1-50_S15,LS-15057_E1-50_S15,32,Satb2 Calcrl,M,#5472EB,behavior - none,946225.25,7701,0.0,True,True
LS-15057_E1-50_S37,LS-15057_E1-50_S37,32,Satb2 Calcrl,M,#5472EB,behavior - none,949581.75,9538,0.0,True,True
LS-15057_E1-50_S38,LS-15057_E1-50_S38,32,Satb2 Calcrl,M,#5472EB,behavior - none,933228.44,8291,0.0,True,True
LS-15057_E1-50_S41,LS-15057_E1-50_S41,32,Satb2 Calcrl,M,#5472EB,behavior - none,954106.56,7640,0.0,True,True
LS-15057_E1-50_S56,LS-15057_E1-50_S56,38,Dlk1_4 Maob,M,#33BFFF,behavior - none,952680.44,9480,0.0,True,True
LS-15079_S50_E1-50,LS-15079_S50_E1-50,32,Satb2 Calcrl,F,#5472EB,behavior - none,952370.25,8372,0.0,True,True
LS-15079_S77_E1-50,LS-15079_S77_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - none,945991.0,9293,0.0,True,True
LS-15301_S34_E1-50,LS-15301_S34_E1-50,32,Satb2 Calcrl,F,#5472EB,behavior - none,963184.94,10130,0.0,True,True
LS-15334_S04_E1-50,LS-15334_S04_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - mating,951715.0,9716,0.0,True,True
LS-15334_S13_E1-50,LS-15334_S13_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - mating,958111.94,10400,0.0,True,True
LS-15334_S28_E1-50,LS-15334_S28_E1-50,98,Nr5a1 Smoc2 low,M,#3EEFAF,behavior - mating,942706.25,3267,0.0,True,True
LS-15334_S35_E1-50,LS-15334_S35_E1-50,98,Nr5a1 Smoc2 low,M,#3EEFAF,behavior - mating,841143.5,5161,0.0,True,True
LS-15334_S53_E1-50,LS-15334_S53_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - mating,957043.1,9599,0.0,True,True
LS-15334_S59_E1-50,LS-15334_S59_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - mating,964214.0,9184,0.0,True,True
LS-15334_S69_E1-50,LS-15334_S69_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - mating,959399.25,9979,0.0,True,True
LS-15334_S76_E1-50,LS-15334_S76_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - mating,959537.94,9620,0.0,True,True
LS-15334_S78_E1-50,LS-15334_S78_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - mating,965229.8,9540,0.0,True,True
LS-15335_S12_E1-50,LS-15335_S12_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - aggression,960346.7,10895,0.0,True,True
LS-15335_S16_E1-50,LS-15335_S16_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - aggression,968898.4,9886,0.0,True,True
LS-15335_S26_E1-50,LS-15335_S26_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - aggression,962662.25,9829,0.0,True,True
LS-15335_S77_E1-50,LS-15335_S77_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - mating,955432.3,10183,0.0,True,True
LS-15336_S21_E1-50,LS-15336_S21_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - aggression,962499.3,10386,0.0,True,True
LS-15336_S35_E1-50,LS-15336_S35_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - aggression,960015.1,9982,0.0,True,True
LS-15391_S84_E1-50,LS-15391_S84_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - none,961413.1,9109,0.0,True,True
LS-15391_S87_E1-50,LS-15391_S87_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - none,961059.0,9975,0.0,True,True
LS-15392_S52_E1-50,LS-15392_S52_E1-50,32,Satb2 Calcrl,F,#5472EB,behavior - none,949109.6,7683,0.0,True,True
LS-15392_S63_E1-50,LS-15392_S63_E1-50,32,Satb2 Calcrl,F,#5472EB,behavior - none,962197.0,8976,0.0,True,True
LS-15392_S72_E1-50,LS-15392_S72_E1-50,32,Satb2 Calcrl,F,#5472EB,behavior - none,952833.94,9889,0.0,True,True
LS-15392_S83_E1-50,LS-15392_S83_E1-50,32,Satb2 Calcrl,F,#5472EB,behavior - none,957773.94,9565,0.0,True,True
LS-15393_S92_E1-50,LS-15393_S92_E1-50,32,Satb2 Calcrl,F,#5472EB,behavior - none,973082.4,10211,0.0,True,True
LS-15394_S07_E1-50,LS-15394_S07_E1-50,38,Dlk1_4 Maob,F,#33BFFF,behavior - none,952724.0,9189,0.0,True,True
LS-15394_S18_E1-50,LS-15394_S18_E1-50,32,Satb2 Calcrl,F,#5472EB,behavior - none,958701.5,8505,0.0,True,True
LS-15394_S19_E1-50,LS-15394_S19_E1-50,32,Satb2 Calcrl,F,#5472EB,behavior - none,952188.5,8249,0.0,True,True
LS-15394_S36_E1-50,LS-15394_S36_E1-50,38,Dlk1_4 Maob,F,#33BFFF,behavior - none,967882.7,9906,0.0,True,True
LS-15394_S80_E1-50,LS-15394_S80_E1-50,32,Satb2 Calcrl,F,#5472EB,behavior - none,966538.2,9394,0.0,True,True
LS-15394_S86_E1-50,LS-15394_S86_E1-50,32,Satb2 Calcrl,F,#5472EB,behavior - none,967909.1,9145,0.0,True,True
LS-15550_S02_E1-50,LS-15550_S02_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - no intruder,966658.2,8889,0.0,True,True
LS-15550_S03_E1-50,LS-15550_S03_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - no intruder,970658.56,8510,0.0,True,True
LS-15550_S16_E1-50,LS-15550_S16_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - no intruder,950580.94,6836,0.0,True,True
LS-15550_S26_E1-50,LS-15550_S26_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - no intruder,964162.9,9586,0.0,True,True
LS-15550_S37_E1-50,LS-15550_S37_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - aggression,960989.44,9373,0.0,True,True
LS-15550_S55_E1-50,LS-15550_S55_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - aggression,964192.5,9323,0.0,True,True
LS-15550_S69_E1-50,LS-15550_S69_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - close investigation,947779.4,8938,0.0,True,True
LS-15550_S71_E1-50,LS-15550_S71_E1-50,31,Nup62cl,M,#FFDE17,behavior - close investigation,948488.7,8338,0.0,True,True
LS-15551_S19_E1-50,LS-15551_S19_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - close investigation,958293.9,8808,0.0,True,True
LS-15551_S20_E1-50,LS-15551_S20_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - close investigation,963656.6,9076,0.0,True,True
LS-15551_S46_E1-50,LS-15551_S46_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - close investigation,958135.7,9888,0.0,True,True
LS-15551_S74_E1-50,LS-15551_S74_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - mating,959461.9,10146,0.0,True,True
LS-15560_S12_E1-50,LS-15560_S12_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - no intruder,963804.2,8481,0.0,True,True
LS-15560_S24_E1-50,LS-15560_S24_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - no intruder,959431.9,9541,0.0,True,True
LS-15560_S30_E1-50,LS-15560_S30_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - no intruder,953615.5,8997,0.0,True,True
LS-15560_S38_E1-50,LS-15560_S38_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - aggression,958152.94,9762,0.0,True,True
LS-15560_S52_E1-50,LS-15560_S52_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - aggression,959805.6,9411,0.0,True,True
LS-15560_S62_E1-50,LS-15560_S62_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - close investigation,956372.2,9750,0.0,True,True
LS-15560_S70_E1-50,LS-15560_S70_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - close investigation,958020.6,8734,0.0,True,True
LS-15560_S90_E1-50,LS-15560_S90_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - none,956266.8,9589,0.0,True,True
LS-15560_S95_E1-50,LS-15560_S95_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - none,966782.7,7701,0.0,True,True
SQ-80002_S07_E1-50,SQ-80002_S07_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - mating,968389.9,9269,0.0,True,True
SQ-80002_S14_E1-50,SQ-80002_S14_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - mating,971138.8,9379,0.0,True,True
SQ-80002_S15_E1-50,SQ-80002_S15_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - mating,959841.0,10074,0.0,True,True
SQ-80002_S50_E1-50,SQ-80002_S50_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - close investigation,966092.5,8881,0.0,True,True
SQ-80003_S15_E1-50,SQ-80003_S15_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - close investigation,960771.0,9725,0.0,True,True
SQ-80003_S67_E1-50,SQ-80003_S67_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - mating,951509.6,8815,0.0,True,True
SQ-80008_S13_E1-50,SQ-80008_S13_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - close investigation,948353.7,9642,0.0,True,True
SQ-80008_S17_E1-50,SQ-80008_S17_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - close investigation,947330.25,8995,0.0,True,True
SQ-80008_S21_E1-50,SQ-80008_S21_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - close investigation,955192.06,8887,0.0,True,True
SQ-80008_S30_E1-50,SQ-80008_S30_E1-50,32,Satb2 Calcrl,M,#5472EB,behavior - close investigation,960284.6,8718,0.0,True,True
